City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
420,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
422,Camana,PE,67.8,overcast clouds,-16.6228,-72.7111,Hostal Morales
425,Ambilobe,MG,73.15,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
426,Piopio,NZ,77.43,overcast clouds,-38.4667,175.0167,Owls Nest Motel
433,Ulladulla,AU,79.7,clear sky,-35.35,150.4667,Sandpiper Motel
437,Te Anau,NZ,71.49,moderate rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
438,Ahipara,NZ,70.88,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
443,Airai,TL,74.21,overcast clouds,-8.9266,125.4092,Juvinal Martin
448,Laguna,US,72.1,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
449,Maraba,BR,78.98,clear sky,-5.3686,-49.1178,Hotel Del Principe
450,Praia,CV,74.23,overcast clouds,14.9215,-23.5087,LT Aparthotel
457,Codajas,BR,74.03,light rain,-3.8367,-62.0569,Atlântic Hotel
459,Humaita,BR,74.35,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
461,Rujewa,TZ,68.52,few clouds,-8.7,34.3833,Mafanikio Inn Lodge
465,Kaset Sombun,TH,65.48,scattered clouds,16.2805,101.9542,BoonTewa Hotel
468,Dharmadam,IN,74.97,few clouds,11.7833,75.4333,Samudra Homes
469,Burnie,AU,67.57,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
471,Coronado,US,72.41,haze,32.6859,-117.1831,El Cordova Hotel
472,Pangai,TO,73.51,light rain,-19.8,-174.35,Ha'apai Beach Resort
477,Richards Bay,ZA,73.31,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
478,Wanning,CN,66.9,overcast clouds,18.8003,110.3967,Paradise Hotel
480,Ormara,PK,74.57,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
482,Vero Beach,US,69.01,clear sky,27.6386,-80.3973,Kimpton Vero Beach Hotel & Spa
491,East London,ZA,69.22,light rain,-33.0153,27.9116,Tu Casa
494,Tual,ID,77.85,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
500,Souillac,MU,77.38,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
501,Teknaf,BD,70.23,few clouds,20.8624,92.3058,Forestry Guesthouse
505,Araguaina,BR,76.37,overcast clouds,-7.1911,-48.2072,Hotel São Vicente
506,Pailon,BO,77.9,overcast clouds,-17.65,-62.75,Alojamiento pailon
507,Mandurah,AU,69.15,clear sky,-32.55,115.7,Atrium Hotel Mandurah
514,Puerto Leguizamo,CO,74.59,broken clouds,-0.1934,-74.7819,la casona de juancho
518,Esperantina,BR,79.5,broken clouds,-3.9017,-42.2336,Pousada Recanto Das Aguas
521,Omboue,GA,76.44,light rain,-1.5746,9.2618,Hotel Olako
527,Buchanan,LR,78.53,few clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
537,Sao Caetano De Odivelas,BR,78.48,scattered clouds,-0.75,-48.02,Hotel do Luttis
540,Mabaruma,GY,75.54,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
541,Moron,AR,67.98,clear sky,-34.6534,-58.6198,Hotel Morón
542,Kluang,MY,73.13,moderate rain,2.0251,103.3328,Hotel Anika
544,Loma Alta,HN,77.88,clear sky,15.3967,-88.5597,Cascada Loma Alta
546,Sompeta,IN,67.86,scattered clouds,18.9333,84.6,Netaji's Home
547,Sinnamary,GF,78.13,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
550,Moussoro,TD,74.43,clear sky,13.6408,16.4901,Hôtel Salama
551,Tecate,MX,68.67,overcast clouds,32.5667,-116.6333,Hotel El Dorado
554,Guiglo,CI,72.63,light rain,6.5456,-7.4966,Hotel GBAOLY 2
557,Bundaberg,AU,79.09,overcast clouds,-24.85,152.35,Takalvan Motel
562,Coffs Harbour,AU,79.07,overcast clouds,-30.3,153.1333,Aquajet Motel
565,Bodden Town,KY,78.93,few clouds,19.2833,-81.25,Will T Place
567,Kampot,KH,77.05,scattered clouds,10.6167,104.1833,Two Moons Hotel
575,Damaturu,NG,69.28,scattered clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
577,Conceicao Do Araguaia,BR,73.42,moderate rain,-8.2578,-49.2647,Tarumã Tropical Hotel
579,Takoradi,GH,79.57,few clouds,4.8845,-1.7554,Raybow International Hotel
582,Pozo Colorado,PY,77.4,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
585,Meulaboh,ID,76.78,scattered clouds,4.1363,96.1285,Kost Pria
591,Balanacan,PH,79.43,overcast clouds,13.5289,121.8677,Guisian Beach Resort
592,Soe,ID,79,overcast clouds,-9.8607,124.284,Dena Hotel
599,Ukiah,US,72.03,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
604,Boa Vista,BR,76.98,overcast clouds,2.8197,-60.6733,Aipana Plaza Hotel
606,Mindelo,CV,72,overcast clouds,16.8901,-24.9804,Hotel Gaudi
613,Ngunguru,NZ,72.16,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
614,Tubuala,PA,77.32,overcast clouds,9.5167,-79.0333,Río Nabagana
616,Klaeng,TH,73.94,scattered clouds,12.7797,101.6483,สวัสดีการ์เดนท์รีสอร์ท
619,Ixtapa,MX,79.83,few clouds,20.7,-105.2,Hotel Plaza Providencia
620,Kasongo,CD,67.33,overcast clouds,-4.45,26.6667,Guest Hôtel
621,Shahpur,IN,68.13,few clouds,16.7,76.8333,Ashwini Hotel & Deluxe Lodge
637,Nsanje,MW,74.98,few clouds,-16.92,35.262,Nsanje Discovery Lodge
647,Doha,QA,71.58,few clouds,25.2867,51.5333,Movenpick Hotel Doha
648,Puerto Madryn,AR,68.29,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
