City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
202,Shinshiro,JP,34.9,137.5,47.26,57,5,13.98,clear sky
203,Esperance,AU,-33.8667,121.9,67.84,62,16,9.17,few clouds
204,Karratha,AU,-20.7377,116.8463,89.64,26,1,13.56,clear sky
205,Paamiut,GL,61.994,-49.6678,31.5,94,100,35.54,light snow
206,Atikokan,CA,48.7555,-91.6216,38.64,84,100,16.04,overcast clouds
207,Longyearbyen,SJ,78.2186,15.6401,6.64,66,75,9.22,broken clouds
208,Xuddur,SO,4.1213,43.8894,71.8,80,81,11.79,broken clouds
209,Mastic Beach,US,40.7668,-72.8521,43.99,67,1,0.0,clear sky
210,Lota,CL,-37.0833,-73.1667,58.46,76,100,11.03,overcast clouds
211,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,25,95,33.38,dust
212,Atambua,ID,-9.1061,124.8925,81.43,66,100,1.72,overcast clouds
213,Kathmandu,NP,27.7167,85.3167,48.42,93,75,2.3,broken clouds
214,Panjab,AF,34.388,67.0233,25.57,57,0,0.43,clear sky
215,Sanchor,IN,24.7553,71.7722,68.5,53,100,6.2,overcast clouds
216,Ploemeur,FR,47.7333,-3.4333,46.94,92,40,11.5,scattered clouds
217,Along,IN,28.1667,94.7667,52.65,72,99,1.61,overcast clouds
218,Caravelas,BR,-17.7125,-39.2481,76.39,92,84,13.13,light rain
219,San Patricio,US,28.017,-97.5169,73.81,70,98,6.62,overcast clouds
220,Bonavista,CA,48.6499,-53.1147,35.11,71,49,14.74,scattered clouds
221,Bonthe,SL,7.5264,-12.505,78.26,85,69,4.29,moderate rain
222,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,69,9.91,broken clouds
223,Saint Anthony,US,45.0205,-93.218,51.73,71,1,3.0,clear sky
224,Chunskiy,RU,56.0815,99.6342,21.13,93,100,3.2,overcast clouds
225,Port Keats,AU,-14.25,129.55,89.4,60,52,6.08,broken clouds
226,Namtsy,RU,62.7161,129.6658,-34.49,100,85,3.8,overcast clouds
227,Taveta,KE,-3.3963,37.6736,69.01,88,45,3.02,scattered clouds
228,Ravar,IR,31.2656,56.8055,55.11,30,32,4.34,scattered clouds
229,Yaan,NG,7.3833,8.5667,77.77,27,81,4.25,broken clouds
230,Adrar,MR,20.5022,-10.0711,69.15,12,100,10.56,overcast clouds
231,Bayangol,RU,50.6977,103.4656,3.18,93,58,3.11,broken clouds
232,La Palma,US,33.8464,-118.0467,85.95,68,1,3.44,haze
233,Tazovskiy,RU,67.4667,78.7,-10.39,96,100,11.97,overcast clouds
234,Ibra,OM,22.6906,58.5334,63.75,59,0,2.28,clear sky
235,Juprelle,BE,50.7077,5.5337,41.83,93,75,9.22,broken clouds
236,Kiunga,PG,-6.1219,141.2906,76.26,93,100,2.1,overcast clouds
237,Nemuro,JP,43.3236,145.575,36.03,53,21,29.8,few clouds
238,Isangel,VU,-19.55,169.2667,75.31,100,40,12.66,scattered clouds
239,Boyolangu,ID,-8.1181,111.8935,78.98,84,97,2.21,overcast clouds
240,Kintinku,TZ,-5.8833,35.2333,73.51,63,24,5.37,few clouds
241,Salinopolis,BR,-0.6136,-47.3561,81.27,79,100,11.99,overcast clouds
242,Puerto El Triunfo,SV,13.2833,-88.55,83.26,66,11,1.72,few clouds
